id,category,title,hook,terms,youtube_check
129,Memory & Learning,Understanding Why outlines build faster recall,THIS CHANGES WHY OUTLINES BUILD FASTER RECALL,outlines;build;faster;recall,https://www.youtube.com/results?search_query=hidden+science+behind+outlines+build+faster
130,Memory & Learning,How mistakes glue facts to the brain — And What It Does To You,HOW MISTAKES GLUE FACTS TO THE BRAIN?!,mistakes;glue;facts;brain,https://www.youtube.com/results?search_query=hidden+science+behind+mistakes+glue+facts
131,Sleep & Dreams,Why dreams replay yesterday's threats,THE TRUTH ABOUT WHY DREAMS REPLAY YESTERDAY'S THREATS,dreams;replay;yesterday;threats,https://www.youtube.com/results?search_query=hidden+science+behind+dreams+replay+yesterday
132,Sleep & Dreams,What the brain cleans at3am — Here's What Science Says,YOU ARE WHAT THE BRAIN CLEANS AT3AM,what;brain;cleans,https://www.youtube.com/results?search_query=hidden+science+behind+what+brain+cleans
133,Sleep & Dreams,Why weekends cannot repay sleep debt — The Full Story,SCIENCE CONFIRMS: WHY WEEKENDS CANNOT REPAY SLEEP DEBT,weekends;cannot;repay;sleep,https://www.youtube.com/results?search_query=hidden+science+behind+weekends+cannot+repay
134,Sleep & Dreams,How one hour shifts your whole mood (And Why It Matters),NEVER IGNORE HOW ONE HOUR SHIFTS YOUR WHOLE MOOD,hour;shifts;your;whole,https://www.youtube.com/results?search_query=hidden+science+behind+hour+shifts+your
135,Sleep & Dreams,Why nightmares keep old wounds open: What Nobody Teaches,WHY NIGHTMARES KEEP OLD WOUNDS OPEN — FINAL PROOF,nightmares;keep;wounds;open,https://www.youtube.com/results?search_query=hidden+science+behind+nightmares+keep+wounds
136,Sleep & Dreams,What screens do to melatonin — The Part Schools Skip,STOP: WHAT SCREENS DO TO MELATONIN,what;screens;melatonin,https://www.youtube.com/results?search_query=hidden+science+behind+what+screens+melatonin
137,Sleep & Dreams,Why lucid dreams feel like training — Science Finally Answered,THIS CHANGES WHY LUCID DREAMS FEEL LIKE TRAINING,lucid;dreams;feel;like,https://www.youtube.com/results?search_query=hidden+science+behind+lucid+dreams+feel
138,Sleep & Dreams,The Truth About How naps reset willpower,HOW NAPS RESET WILLPOWER?!,naps;reset;willpower,https://www.youtube.com/results?search_query=hidden+science+behind+naps+reset+willpower
139,Sleep & Dreams,Understanding Why boring tasks appear in dreams,THE TRUTH ABOUT WHY BORING TASKS APPEAR IN DREAMS,boring;tasks;appear;dreams,https://www.youtube.com/results?search_query=hidden+science+behind+boring+tasks+appear
140,Sleep & Dreams,What chronic sleep loss steals first — And What It Does To You,YOU ARE WHAT CHRONIC SLEEP LOSS STEALS FIRST,what;chronic;sleep;loss,https://www.youtube.com/results?search_query=hidden+science+behind+what+chronic+sleep
141,Fear & Anxiety,Why anxiety points at the future only,SCIENCE CONFIRMS: WHY ANXIETY POINTS AT THE FUTURE ONLY,anxiety;points;future;only,https://www.youtube.com/results?search_query=hidden+science+behind+anxiety+points+future
142,Fear & Anxiety,What the body does before panic — Here's What Science Says,NEVER IGNORE WHAT THE BODY DOES BEFORE PANIC,what;body;does;before,https://www.youtube.com/results?search_query=hidden+science+behind+what+body+does
143,Fear & Anxiety,Why avoided fears grow louder — The Full Story,WHY AVOIDED FEARS GROW LOUDER — FINAL PROOF,avoided;fears;grow;louder,https://www.youtube.com/results?search_query=hidden+science+behind+avoided+fears+grow
144,Fear & Anxiety,How breathing rewires the alarm (And Why It Matters),STOP: HOW BREATHING REWIRES THE ALARM,breathing;rewires;alarm,https://www.youtube.com/results?search_query=hidden+science+behind+breathing+rewires+alarm
145,Fear & Anxiety,Why uncertainty weighs more than pain: What Nobody Teaches,THIS CHANGES WHY UNCERTAINTY WEIGHS MORE THAN PAIN,uncertainty;weighs;more;than,https://www.youtube.com/results?search_query=hidden+science+behind+uncertainty+weighs+more
146,Fear & Anxiety,What ancestors left in your startle reflex — The Part Schools Skip,WHAT ANCESTORS LEFT IN YOUR STARTLE RE?!,what;ancestors;left;your,https://www.youtube.com/results?search_query=hidden+science+behind+what+ancestors+left
147,Fear & Anxiety,Why anxiety peaks before exams and flights — Science Finally Answered,THE TRUTH ABOUT WHY ANXIETY PEAKS BEFORE EXAMS,anxiety;peaks;before;exams,https://www.youtube.com/results?search_query=hidden+science+behind+anxiety+peaks+before
148,Fear & Anxiety,The Truth About How labeling fear shrinks it,YOU ARE HOW LABELING FEAR SHRINKS IT,labeling;fear;shrinks,https://www.youtube.com/results?search_query=hidden+science+behind+labeling+fear+shrinks
149,Fear & Anxiety,Understanding Why safe risks dissolve phobias,SCIENCE CONFIRMS: WHY SAFE RISKS DISSOLVE PHOBIAS,safe;risks;dissolve;phobias,https://www.youtube.com/results?search_query=hidden+science+behind+safe+risks+dissolve
150,Fear & Anxiety,What muscles remember from stress — And What It Does To You,NEVER IGNORE WHAT MUSCLES REMEMBER FROM STRESS,what;muscles;remember;from,https://www.youtube.com/results?search_query=hidden+science+behind+what+muscles+remember
151,Motivation & Willpower,Why motivation arrives after action,WHY MOTIVATION ARRIVES AFTER ACTION — FINAL PROOF,motivation;arrives;after;action,https://www.youtube.com/results?search_query=hidden+science+behind+motivation+arrives+after
152,Motivation & Willpower,How tiny wins automate big goals — Here's What Science Says,STOP: HOW TINY WINS AUTOMATE BIG GOALS,tiny;wins;automate;goals,https://www.youtube.com/results?search_query=hidden+science+behind+tiny+wins+automate
153,Motivation & Willpower,Why willpower behaves like a muscle — The Full Story,THIS CHANGES WHY WILLPOWER BEHAVES LIKE A MUSCLE,willpower;behaves;like;muscle,https://www.youtube.com/results?search_query=hidden+science+behind+willpower+behaves+like
154,Motivation & Willpower,What deadlines really do to the brain (And Why It Matters),WHAT DEADLINES REALLY DO TO THE BRAIN?!,what;deadlines;really;brain,https://www.youtube.com/results?search_query=hidden+science+behind+what+deadlines+really
155,Motivation & Willpower,Why identity beats discipline: What Nobody Teaches,THE TRUTH ABOUT WHY IDENTITY BEATS DISCIPLINE,identity;beats;discipline,https://www.youtube.com/results?search_query=hidden+science+behind+identity+beats+discipline
156,Motivation & Willpower,How environment beats motivation — The Part Schools Skip,YOU ARE HOW ENVIRONMENT BEATS MOTIVATION,environment;beats;motivation,https://www.youtube.com/results?search_query=hidden+science+behind+environment+beats+motivation
157,Motivation & Willpower,Why visible progress feeds itself — Science Finally Answered,SCIENCE CONFIRMS: WHY VISIBLE PROGRESS FEEDS ITSELF,visible;progress;feeds;itself,https://www.youtube.com/results?search_query=hidden+science+behind+visible+progress+feeds
158,Motivation & Willpower,The Truth About What excuses protect you from,NEVER IGNORE WHAT EXCUSES PROTECT YOU FROM,what;excuses;protect;from,https://www.youtube.com/results?search_query=hidden+science+behind+what+excuses+protect
159,Motivation & Willpower,Understanding Why rest is part of effort,WHY REST IS PART OF EFFORT — FINAL PROOF,rest;part;effort,https://www.youtube.com/results?search_query=hidden+science+behind+rest+part+effort
160,Motivation & Willpower,How routines outsmart moods — And What It Does To You,STOP: HOW ROUTINES OUTSMART MOODS,routines;outsmart;moods,https://www.youtube.com/results?search_query=hidden+science+behind+routines+outsmart+moods
161,Money & Decisions,Why the brain counts losses twice,THIS CHANGES WHY THE BRAIN COUNTS LOSSES TWICE,brain;counts;losses;twice,https://www.youtube.com/results?search_query=hidden+science+behind+brain+counts+losses
162,Money & Decisions,How sale tags rewrite true value — Here's What Science Says,HOW SALE TAGS REWRITE TRUE VALUE?!,sale;tags;rewrite;true,https://www.youtube.com/results?search_query=hidden+science+behind+sale+tags+rewrite
163,Money & Decisions,Why cash feels different from cards — The Full Story,THE TRUTH ABOUT WHY CASH FEELS DIFFERENT FROM CARDS,cash;feels;different;from,https://www.youtube.com/results?search_query=hidden+science+behind+cash+feels+different
164,Money & Decisions,What scarcity does to IQ tests (And Why It Matters),YOU ARE WHAT SCARCITY DOES TO IQ TESTS,what;scarcity;does;tests,https://www.youtube.com/results?search_query=hidden+science+behind+what+scarcity+does
165,Money & Decisions,Why lottery math never applies: What Nobody Teaches,SCIENCE CONFIRMS: WHY LOTTERY MATH NEVER APPLIES,lottery;math;never;applies,https://www.youtube.com/results?search_query=hidden+science+behind+lottery+math+never
166,Money & Decisions,How subscriptions hide real cost — The Part Schools Skip,NEVER IGNORE HOW SUBSCRIPTIONS HIDE REAL COST,subscriptions;hide;real;cost,https://www.youtube.com/results?search_query=hidden+science+behind+subscriptions+hide+real
167,Money & Decisions,Why rich feel poorer than before — Science Finally Answered,WHY RICH FEEL POORER THAN BEFORE — FINAL PROOF,rich;feel;poorer;than,https://www.youtube.com/results?search_query=hidden+science+behind+rich+feel+poorer
168,Money & Decisions,The Truth About What status spending buys emotionally,STOP: WHAT STATUS SPENDING BUYS EMOTIONALLY,what;status;spending;buys,https://www.youtube.com/results?search_query=hidden+science+behind+what+status+spending
169,Money & Decisions,Understanding Why budgets fail without rules,THIS CHANGES WHY BUDGETS FAIL WITHOUT RULES,budgets;fail;without;rules,https://www.youtube.com/results?search_query=hidden+science+behind+budgets+fail+without
170,Money & Decisions,How future-you gets cheated daily — And What It Does To You,HOW FUTURE-YOU GETS CHEATED DAILY?!,future;gets;cheated;daily,https://www.youtube.com/results?search_query=hidden+science+behind+future+gets+cheated
171,Origins & Evolution,How single cells became human bodies,THE TRUTH ABOUT HOW SINGLE CELLS BECAME HUMAN BODIES,single;cells;became;human,https://www.youtube.com/results?search_query=scientists+just+exposed+single+cells+became
172,Origins & Evolution,Why evolution kept fear but removed peace — Here's What Science Says,YOU ARE WHY EVOLUTION KEPT FEAR BUT REMOVED PE,evolution;kept;fear;removed,https://www.youtube.com/results?search_query=scientists+just+exposed+evolution+kept+fear
173,Origins & Evolution,Scientists Just Exposed The first creature that learned to wait,SCIENCE CONFIRMS: THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=scientists+just+exposed+first+creature+that
174,Origins & Evolution,Why bodies age but brains refuse to (And Why It Matters),NEVER IGNORE WHY BODIES AGE BUT BRAINS REFUSE TO,bodies;brains;refuse,https://www.youtube.com/results?search_query=scientists+just+exposed+bodies+brains+refuse
175,Origins & Evolution,How mimicry and memory shaped societies: What Nobody Teaches,HOW MIMICRY — FINAL PROOF,mimicry;memory;shaped;societies,https://www.youtube.com/results?search_query=scientists+just+exposed+mimicry+memory+shaped
176,Origins & Evolution,Why the human throat reshaped speech — The Part Schools Skip,STOP: WHY THE HUMAN THROAT RESHAPED SPEECH,human;throat;reshaped;speech,https://www.youtube.com/results?search_query=scientists+just+exposed+human+throat+reshaped
177,Origins & Evolution,What symmetry has to do with attraction — Science Finally Answered,THIS CHANGES WHAT SYMMETRY HAS TO DO,what;symmetry;with;attraction,https://www.youtube.com/results?search_query=scientists+just+exposed+what+symmetry+with
178,Origins & Evolution,The Truth About Why we still carry the sea inside us,WHY WE STILL CARRY THE SEA INSIDE US?!,still;carry;inside,https://www.youtube.com/results?search_query=scientists+just+exposed+still+carry+inside
179,Origins & Evolution,Understanding How walking upright rewired emotions,THE TRUTH ABOUT HOW WALKING UPRIGHT REWIRED EMOTIONS,walking;upright;rewired;emotions,https://www.youtube.com/results?search_query=scientists+just+exposed+walking+upright+rewired
180,Emotions & The7 Sins,Scientists Just Exposed Anger and its ancient fuel,YOU ARE ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=scientists+just+exposed+anger+ancient+fuel
181,Emotions & The7 Sins,Scientists Just Exposed Envy and the comparison machine,SCIENCE CONFIRMS: ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=scientists+just+exposed+envy+comparison+machine
182,Emotions & The7 Sins,Scientists Just Exposed Greed and the never-full stomach,NEVER IGNORE GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=scientists+just+exposed+greed+never+full
183,Emotions & The7 Sins,Scientists Just Exposed Sloth and the energy-saving brain,SLOTH — FINAL PROOF,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=scientists+just+exposed+sloth+energy+saving
184,Emotions & The7 Sins,Scientists Just Exposed Pride and the fragile ego shield,STOP: PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=scientists+just+exposed+pride+fragile+shield
185,Emotions & The7 Sins,Scientists Just Exposed Gluttony and the reward loop,THIS CHANGES GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=scientists+just+exposed+gluttony+reward+loop
186,Emotions & The7 Sins,Scientists Just Exposed Lust and the reproduction program,LUST?!,lust;reproduction;program,https://www.youtube.com/results?search_query=scientists+just+exposed+lust+reproduction+program
187,Emotions & The7 Sins,Scientists Just Exposed Shame and its social purpose,THE TRUTH ABOUT SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=scientists+just+exposed+shame+social+purpose
188,Emotions & The7 Sins,Scientists Just Exposed Guilt as an inner contract,YOU ARE GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=scientists+just+exposed+guilt+inner+contract
189,Emotions & The7 Sins,Scientists Just Exposed Regret and the road not taken,SCIENCE CONFIRMS: REGRET,regret;road;taken,https://www.youtube.com/results?search_query=scientists+just+exposed+regret+road+taken
